"State","Denominator","Prevalence","Lower.CI","Upper.CI","Year","Source","Source_Full1","State_Full1","State_Full2","Numerator_ASD","Numerator_NonASD","Proportion","Chi_Wilson_Corrected_Lower.CI","Chi_Wilson_Corrected_Upper.CI","Male.Prevalence","Male.Lower.CI","Male.Upper.CI","Female.Prevalence","Female.Lower.CI","Female.Upper.CI","Non.hispanic.white.Prevalence","Non.hispanic.white.Lower.CI","Non.hispanic.white.Upper.CI","Non.hispanic.black.Prevalence","Non.hispanic.black.Lower.CI","Non.hispanic.black.Upper.CI","Hispanic.Prevalence","Hispanic.Lower.CI","Hispanic.Upper.CI","Asian.or.Pacific.Islander.Prevalence","Asian.or.Pacific.Islander.Lower.CI","Asian.or.Pacific.Islander.Upper.CI","State_Region","Source_UC","Source_Full3","Prevalence_Risk2","Prevalence_Risk4","Year_Factor","R10_Denominator","RMD_Year","RMD_R10_Denominator"
"NJ",7082,20.5,17.4,24,2008,"addm","Autism & Developmental Disabilities Monitoring Network","New Jersey","NJ-New Jersey",145,6937,0.020474442,17.3618045,24.11810405,34.2,28.7,40.7,5.8,3.8,9.1,21,16.5,26.8,20.6,14.7,29,20,14.7,27.2,3.1,0.4,22,"D2 Middle Atlantic","ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","Very High",2008,3.85015592242209,0.168622689869149,-2.83800998849895
"DC",63880,10.9,10.1,11.7,2015,"sped","Special Education Child Count","District of Columbia","DC-District of Columbia",696,63184,0.010895429,10.11176181,11.73848917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","High","High",2015,4.80536490746645,1.34898151895319,-1.24151036697009
"IL",1844090,8.4,8.3,8.6,2012,"sped","Special Education Child Count","Illinois","IL-Illinois",15490,1828600,0.008399807,8.268835632,8.532830605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","SPED","SPED Special Education Child Count","High","Medium",2012,6.2657821127857,0.843113449345744,1.19937487602012
"UT",431980,1.8,1.7,2,2002,"sped","Special Education Child Count","Utah","UT-Utah",778,431202,0.001801009,1.677806134,1.933154107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","SPED","SPED Special Education Child Count","Low","Low",2002,5.63546364012346,-0.843113449345744,0.145884782434805
"WI",35126,5.2,4.5,6,2002,"addm","Autism & Developmental Disabilities Monitoring Network","Wisconsin","WI-Wisconsin",183,34943,0.005209816,4.495955136,6.033928567,7.9,6.7,9.3,2.3,1.7,3.1,5.9,5,6.9,3.7,2.5,5.5,0.3,0,2.1,3.8,1.4,10.1,"D3 East North Central","ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","Medium",2002,4.54562869699285,-0.843113449345744,-1.67562349635945
"MO",817180,12.4,12.2,12.7,2016,"sped","Special Education Child Count","Missouri","MO-Missouri",10133,807047,0.012399961,12.16170361,12.64281403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","SPED","SPED Special Education Child Count","High","High",2016,5.9123177289884,1.51760420882234,0.608608076511719
"KS",146450,3.5,3.2,3.8,2009,"medi","Medicaid","Kansas","KS-Kansas",513,145937,0.003502902,3.209791099,3.822352597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","MEDI","MEDI Medicaid","Low","Low",2009,5.16568937601762,0.337245379738298,-0.63927788520295
"NH",77131,17.4,16.5,18.3,2012,"medi","Medicaid","New Hampshire","NH-New Hampshire",1342,75789,0.017398971,16.4936518,18.35269579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","MEDI","MEDI Medicaid","High","High",2012,4.88722896200775,0.843113449345744,-1.10468592945085
"CT",170794,0.6,0.5,0.7,2001,"medi","Medicaid","Connecticut","CT-Connecticut",102,170692,0.000597211,0.489393094,0.728057605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","MEDI","MEDI Medicaid","Low","Low",2001,5.23247260983858,-1.01173613921489,-0.527658952394562
"KY",600466,4.4,4.2,4.5,2008,"sped","Special Education Child Count","Kentucky","KY-Kentucky",2642,597824,0.004399916,4.234835185,4.571369606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D6 East South Central","SPED","SPED Special Education Child Count","Low","Low",2008,5.77848842151341,0.168622689869149,0.384930910489909
"KS",424810,5.5,5.3,5.7,2011,"sped","Special Education Child Count","Kansas","KS-Kansas",2336,422474,0.005498929,5.279824981,5.727023447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","SPED","SPED Special Education Child Count","High","Medium",2011,5.62819473145783,0.674490759476595,0.133735807587105
"NH",194715,2,1.8,2.2,2001,"sped","Special Education Child Count","New Hampshire","NH-New Hampshire",389,194326,0.001997792,1.806604015,2.208882775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","SPED","SPED Special Education Child Count","Low","Low",2001,5.28939940897407,-1.01173613921489,-0.432513686073138
"VT",1362,18.5,11.3,30,2016,"nsch","National Survey of Children's Health","Vermont","VT-Vermont",25,1337,0.01835536,12.1661693,27.39069371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","NSCH","NSCH National Survey of Children's Health","High","High",2016,3.13417710757677,1.51760420882234,-4.03466948900623
"MA",856298,11.7,11.5,11.9,2011,"sped","Special Education Child Count","Massachusetts","MA-Massachusetts",10019,846279,0.011700366,11.47420708,11.93091726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","SPED","SPED Special Education Child Count","High","High",2011,5.93262492966936,0.674490759476595,0.642548752017364
"WA",471773,1.4,1.3,1.5,2002,"medi","Medicaid","Washington","WA-Washington",660,471113,0.001398978,1.295286031,1.510870143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","MEDI","MEDI Medicaid","Low","Low",2002,5.67373308219064,-0.843113449345744,0.209846858517587
"NY",2427327,10.1,10,10.2,2013,"sped","Special Education Child Count","New York","NY-New York",24516,2402811,0.010099999,9.974778881,10.22677205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D2 Middle Atlantic","SPED","SPED Special Education Child Count","High","High",2013,6.38512828672722,1.01173613921489,1.39884548874651
"MO",827519,3.6,3.5,3.8,2004,"sped","Special Education Child Count","Missouri","MO-Missouri",2979,824540,0.003599917,3.472568619,3.731896339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","SPED","SPED Special Education Child Count","Low","Low",2004,5.91777797404948,-0.505868069607446,0.617734120455984
"VA",413147,7.7,7.4,7.9,2009,"medi","Medicaid","Virginia","VA-Virginia",3181,409966,0.007699439,7.436258078,7.971815661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","MEDI","MEDI Medicaid","High","Medium",2009,5.6161046035449,0.337245379738298,0.113528832004332
"AL",674701,9.1,8.9,9.3,2016,"sped","Special Education Child Count","Alabama","AL-Alabama",6140,668561,0.009100327,8.87578644,9.330476563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D6 East South Central","SPED","SPED Special Education Child Count","High","Medium",2016,5.82911135384013,1.51760420882234,0.469540135869571
"GA",1506291,7.2,7,7.3,2011,"sped","Special Education Child Count","Georgia","GA-Georgia",10845,1495446,0.007199804,7.065710368,7.336417402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","High","Medium",2011,6.17790888121781,0.674490759476595,1.0525069307462
"KY",326825,5.7,5.5,6,2007,"medi","Medicaid","Kentucky","KY-Kentucky",1863,324962,0.005700298,5.446443022,5.965842217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D6 East South Central","MEDI","MEDI Medicaid","High","Medium",2007,5.51431526985174,0,-0.0565979520409976
"ND",97502,8.7,8.1,9.3,2015,"sped","Special Education Child Count","North Dakota","ND-North Dakota",848,96654,0.008697257,8.128524331,9.305042997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","SPED","SPED Special Education Child Count","High","Medium",2015,4.98901352421192,1.34898151895319,-0.934567120289009
"NC",1220801,2.7,2.6,2.8,2002,"sped","Special Education Child Count","North Carolina","NC-North Carolina",3296,1217505,0.002699867,2.608968778,2.793908269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","Low","Low",2002,6.08664487635647,-0.843113449345744,0.899971777181268
"VA",1130504,9.9,9.7,10.1,2011,"sped","Special Education Child Count","Virginia","VA-Virginia",11192,1119312,0.009900009,9.718726294,10.08463089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","High","Medium",2011,6.05327210332433,0.674490759476595,0.844193805711805
"NM",254466,4,3.7,4.2,2009,"medi","Medicaid","New Mexico","NM-New Mexico",1018,253448,0.004000534,3.760747502,4.255416467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","MEDI","MEDI Medicaid","Low","Low",2009,5.40562976310183,0.337245379738298,-0.238250734948874
"IN",931573,4.8,4.7,5,2003,"sped","Special Education Child Count","Indiana","IN-Indiana",4472,927101,0.004800483,4.661623153,4.943441731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","SPED","SPED Special Education Child Count","Low","Low",2003,5.96921689278564,-0.674490759476595,0.703707154189872
"ID",113252,20.8,20,21.7,2009,"medi","Medicaid","Idaho","ID-Idaho",2356,110896,0.020803165,19.98370798,21.65530108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","MEDI","MEDI Medicaid","High","Very High",2009,5.05404588027687,0.337245379738298,-0.825874537335555
"OR",523572,10.8,10.5,11,2007,"sped","Special Education Child Count","Oregon","OR-Oregon",5655,517917,0.010800807,10.52344946,11.08536703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","SPED","SPED Special Education Child Count","High","High",2007,5.71897641295388,0,0.2854648243985
"WI",1461,28.9,16.4,50.5,2016,"nsch","National Survey of Children's Health","Wisconsin","WI-Wisconsin",42,1419,0.028747433,21.04515797,39.01895497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","NSCH","NSCH National Survey of Children's Health","High","Very High",2016,3.1646502159343,1.51760420882234,-3.98373790573878
"KS",417143,3.8,3.6,4,2007,"sped","Special Education Child Count","Kansas","KS-Kansas",1585,415558,0.003799656,3.616298429,3.992211599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","SPED","SPED Special Education Child Count","Low","Low",2007,5.62028496016512,0,0.12051571955097
"MI",1420628,9.1,8.9,9.2,2011,"sped","Special Education Child Count","Michigan","MI-Michigan",12928,1407700,0.009100201,8.945021523,9.258040808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","SPED","SPED Special Education Child Count","High","Medium",2011,6.15248037018797,0.674490759476595,1.01000669376057
"KS",112351,4.5,4.1,4.9,2001,"medi","Medicaid","Kansas","KS-Kansas",506,111845,0.004503743,4.124535479,4.917217196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","MEDI","MEDI Medicaid","Low","Low",2001,5.0505769422874,-1.01173613921489,-0.831672387098278
"NH",64998,13.7,12.8,14.6,2009,"medi","Medicaid","New Hampshire","NH-New Hampshire",890,64108,0.013692729,12.82018144,14.6232505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","MEDI","MEDI Medicaid","High","High",2009,4.81289999353013,0.337245379738298,-1.22891651343938
"WY",19981,2.8,2.2,3.6,2000,"medi","Medicaid","Wyoming","WY-Wyoming",56,19925,0.002802663,2.137302783,3.665633291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","MEDI","MEDI Medicaid","Low","Low",2000,4.30061721980658,-1.18035882908404,-2.08512627190122
"SD",119589,7.8,7.4,8.4,2015,"sped","Special Education Child Count","South Dakota","SD-South Dakota",933,118656,0.007801721,7.314588708,8.320738006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","SPED","SPED Special Education Child Count","High","Medium",2015,5.077691234343,1.34898151895319,-0.78635460043323
"MT",129878,3.5,3.2,3.8,2012,"sped","Special Education Child Count","Montana","MT-Montana",455,129423,0.003503288,3.192634299,3.843661928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","SPED","SPED Special Education Child Count","Low","Low",2012,5.11353559227571,0.843113449345744,-0.726445716859586
"MI",1360566,11.2,11.1,11.4,2016,"sped","Special Education Child Count","Michigan","MI-Michigan",15238,1345328,0.011199751,11.02393477,11.37833253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D3 East North Central","SPED","SPED Special Education Child Count","High","High",2016,6.1337196139148,1.51760420882234,0.978650686061048
"CT",511562,8.1,7.9,8.3,2008,"sped","Special Education Child Count","Connecticut","CT-Connecticut",4144,507418,0.00810068,7.857747283,8.351029423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","SPED","SPED Special Education Child Count","High","Medium",2008,5.70889827661341,0.168622689869149,0.268620614277789
"ID",103459,9.6,9,10.2,2004,"medi","Medicaid","Idaho","ID-Idaho",993,102466,0.009598005,9.017159685,10.21556257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","MEDI","MEDI Medicaid","High","Medium",2004,5.01476827634853,-0.505868069607446,-0.891521616443854
"LA",636551,6.7,6.5,6.9,2015,"sped","Special Education Child Count","Louisiana","LA-Louisiana",4265,632286,0.00670017,6.501943985,6.904373517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D7 West South Central","SPED","SPED Special Education Child Count","High","Medium",2015,5.80383320473951,1.34898151895319,0.427291208039169
"CO",714642,2.6,2.5,2.7,2007,"sped","Special Education Child Count","Colorado","CO-Colorado",1858,712784,0.002599903,2.483799203,2.721386195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","SPED","SPED Special Education Child Count","Low","Low",2007,5.85408853640075,0,0.511286039780879
"MT",130134,3.3,3,3.6,2008,"sped","Special Education Child Count","Montana","MT-Montana",429,129705,0.003296602,2.995826072,3.627062982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","SPED","SPED Special Education Child Count","Low","Low",2008,5.11439077913856,0.168622689869149,-0.72501639037265
"VT",86388,3.1,2.8,3.5,2005,"sped","Special Education Child Count","Vermont","VT-Vermont",268,86120,0.003102283,2.74744427,3.501999265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","SPED","SPED Special Education Child Count","Low","Low",2005,4.93645341961167,-0.337245379738298,-1.02241406102725
"OK",1533,12.3,7.1,21.2,2008,"nsch","National Survey of Children's Health","Oklahoma","OK-Oklahoma",19,1514,0.012393999,7.693898361,19.67174818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D7 West South Central","NSCH","NSCH National Survey of Children's Health","High","High",2008,3.18554215485437,0.168622689869149,-3.9488199211918
"VA",1112517,5.8,5.6,5.9,2007,"sped","Special Education Child Count","Virginia","VA-Virginia",6453,1106064,0.005800361,5.660502757,5.943642594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","High","Medium",2007,6.04630665601232,0,0.832552024518891
"AK",122469,1.6,1.4,1.8,2000,"sped","Special Education Child Count","Alaska","AK-Alaska",196,122273,0.001600405,1.387824875,1.844819309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","SPED","SPED Special Education Child Count","Low","Low",2000,5.08802617169872,-1.18035882908404,-0.769081182955726
"LA",651099,2.1,1.9,2.2,2002,"sped","Special Education Child Count","Louisiana","LA-Louisiana",1367,649732,0.002099527,1.990497987,2.214471945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D7 West South Central","SPED","SPED Special Education Child Count","Low","Low",2002,5.81364702832983,-0.843113449345744,0.443693655977782
"MD",777929,11.3,11.1,11.6,2014,"sped","Special Education Child Count","Maryland","MD-Maryland",8791,769138,0.011300517,11.06739518,11.53847874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","High","High",2014,5.89093996162299,1.18035882908404,0.572878096955023
"MO",829081,2.6,2.5,2.7,2002,"sped","Special Education Child Count","Missouri","MO-Missouri",2156,826925,0.00260047,2.492534826,2.713039153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","SPED","SPED Special Education Child Count","Low","Low",2002,5.91859696255819,-0.843113449345744,0.619102946403677
"SC",673967,8,7.8,8.2,2014,"sped","Special Education Child Count","South Carolina","SC-South Carolina",5392,668575,0.008000392,7.789759399,8.216652124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","High","Medium",2014,5.82863863233834,1.18035882908404,0.468750047302023
"MT",38320,7.3,6.5,8.2,2002,"medi","Medicaid","Montana","MT-Montana",280,38040,0.007306889,6.489871876,8.224187541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","MEDI","MEDI Medicaid","High","Medium",2002,4.58342550040651,-0.843113449345744,-1.61245137037478
"SC",23191,6,5.1,7.1,2002,"addm","Autism & Developmental Disabilities Monitoring Network","South Carolina","SC-South Carolina",139,23052,0.005993704,5.059038755,7.095540809,9.2,7.6,11.1,2.7,1.9,3.9,6,4.8,7.6,5.5,4.2,7.1,4.4,1.4,13.6,4.5,0.6,32,"D5 South Atlantic","ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","Medium",2002,4.36531947589622,-0.843113449345744,-1.97698540537203
"DC",55111,1.8,1.5,2.2,2000,"sped","Special Education Child Count","District of Columbia","DC-District of Columbia",99,55012,0.001796375,1.467687272,2.196284287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","SPED","SPED Special Education Child Count","Low","Low",2000,4.74123829145628,-1.18035882908404,-1.34868913077266
"PA",834046,11,10.7,11.2,2012,"medi","Medicaid","Pennsylvania","PA-Pennsylvania",9175,824871,0.011000592,10.7783892,11.2273119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D2 Middle Atlantic","MEDI","MEDI Medicaid","High","High",2012,5.92119000386945,0.843113449345744,0.623436856089252
"AZ",967743,3.9,3.8,4,2006,"sped","Special Education Child Count","Arizona","AZ-Arizona",3774,963969,0.003899796,3.77706432,4.026482012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","SPED","SPED Special Education Child Count","Low","Low",2006,5.98576003860906,-0.168622689869149,0.731356732930757
"OR",1592,30.9,20.5,46.2,2012,"nsch","National Survey of Children's Health","Oregon","OR-Oregon",49,1543,0.030778894,23.08758843,40.81198012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","NSCH","NSCH National Survey of Children's Health","High","Very High",2012,3.20194306340165,0.843113449345744,-3.92140807237294
"VT",52507,21.7,20.4,22.9,2012,"medi","Medicaid","Vermont","VT-Vermont",1139,51368,0.021692346,20.47160081,22.98360705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","MEDI","MEDI Medicaid","High","Very High",2012,4.72021720547682,0.843113449345744,-1.38382296675596
"NJ",403013,4.2,4,4.4,2006,"medi","Medicaid","New Jersey","NJ-New Jersey",1693,401320,0.004200857,4.004632576,4.406591895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D2 Middle Atlantic","MEDI","MEDI Medicaid","Low","Low",2006,5.60531905541457,-0.168622689869149,0.0955022809797395
"NE",110296,2.8,2.5,3.1,2007,"medi","Medicaid","Nebraska","NE-Nebraska",309,109987,0.002801552,2.502180876,3.1360583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","MEDI","MEDI Medicaid","Low","Low",2007,5.04255976258137,0,-0.845071993432397
"WY",33643,3.2,2.7,3.9,2004,"medi","Medicaid","Wyoming","WY-Wyoming",108,33535,0.003210177,2.646345534,3.890223066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","MEDI","MEDI Medicaid","Low","Low",2004,4.52689471558467,-0.505868069607446,-1.70693475357768
"RI",69924,5.2,4.7,5.8,2001,"medi","Medicaid","Rhode Island","RI-Rhode Island",364,69560,0.005205652,4.691986493,5.77440771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D1 New England","MEDI","MEDI Medicaid","High","Medium",2001,4.84462626413777,-1.01173613921489,-1.17589044290334
"NV",173215,4.9,4.5,5.2,2012,"medi","Medicaid","Nevada","NV-Nevada",849,172366,0.004901423,4.580543961,5.244454352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","MEDI","MEDI Medicaid","Low","Low",2012,5.23858549816143,0.843113449345744,-0.51744210556137
"OR",191205,8.4,8,8.8,2009,"medi","Medicaid","Oregon","OR-Oregon",1606,189599,0.008399362,7.997508637,8.821094371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","MEDI","MEDI Medicaid","High","Medium",2009,5.28149924486486,0.337245379738298,-0.445717717031645
"FL",1522818,6.7,6.5,6.8,2012,"medi","Medicaid","Florida","FL-Florida",10203,1512615,0.006700078,6.571421873,6.831230038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","MEDI","MEDI Medicaid","High","Medium",2012,6.1826480016165,0.843113449345744,1.06042771461795
"CO",41128,13.9,12.8,15.1,2014,"addm","Autism & Developmental Disabilities Monitoring Network","Colorado","CO-Colorado",572,40556,0.0139078,12.80887831,15.09849221,21.8,19.9,23.9,5.5,4.6,6.7,15,13.5,16.7,11.4,8,16.2,10.6,9,12.5,7.9,4.8,12.9,"D8 Mountain","ADDM","ADDM Autism & Developmental Disabilities Monitoring Network","High","High",2014,4.61413759085898,1.18035882908404,-1.56112036160977
"HI",162214,5.7,5.3,6.1,2008,"sped","Special Education Child Count","Hawaii","HI-Hawaii",925,161289,0.005702344,5.344454636,6.083840617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","SPED","SPED Special Education Child Count","High","Medium",2008,5.21008833360118,0.168622689869149,-0.565071172234119
"MO",816789,8.7,8.5,8.9,2011,"sped","Special Education Child Count","Missouri","MO-Missouri",7106,809683,0.008699921,8.500216824,8.904261043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D4 West North Central","SPED","SPED Special Education Child Count","High","Medium",2011,5.91210988031359,0.674490759476595,0.608260686217171
"CA",5812940,3.7,3.7,3.8,2004,"sped","Special Education Child Count","California","CA-California",21508,5791432,0.003700021,3.650905611,3.749793463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","SPED","SPED Special Education Child Count","Low","Low",2004,6.76439584027904,-0.505868069607446,2.03273871544763
"MT",129177,3,2.7,3.3,2011,"sped","Special Education Child Count","Montana","MT-Montana",388,128789,0.003003631,2.715951185,3.321251509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D8 Mountain","SPED","SPED Special Education Child Count","Low","Low",2011,5.11118519429155,0.674490759476595,-0.730374081804749
"LA",607705,4.2,4,4.3,2009,"sped","Special Education Child Count","Louisiana","LA-Louisiana",2552,605153,0.004199406,4.039117931,4.365993832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D7 West South Central","SPED","SPED Special Education Child Count","Low","Low",2009,5.78369280959641,0.337245379738298,0.393629324904866
"WA",949763,6.7,6.6,6.9,2009,"sped","Special Education Child Count","Washington","WA-Washington",6363,943400,0.006699566,6.536968945,6.866166502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D9 Pacific","SPED","SPED Special Education Child Count","High","Medium",2009,5.97761524672755,0.337245379738298,0.717743840506323
"SC",371453,4.1,3.9,4.3,2004,"medi","Medicaid","South Carolina","SC-South Carolina",1523,369930,0.004100115,3.898372609,4.312181262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D5 South Atlantic","MEDI","MEDI Medicaid","Low","Low",2004,5.56990387023131,-0.505868069607446,0.0363107002610779
